Last Friday at our @CovidOversight hearing @SecAzar said we were making “a mountain out of a molehill” on this issue. Now we learn that the White House is again improperly interfering in a process that must be guided by the science.  https://t.co/fFTOY7i3v9,2020-10-6 22:24:14,Twitter Web App,17,31,covid; ,,,,
The #COVID19 crisis has made it difficult for families and individuals to keep food on the table. If you’re in need of a meal use the link below to find a food pantry near you. https://t.co/Fyk3sk75Hp,2020-10-5 21:02:37,Twitter Web App,8,11,covid; ,,,,
ATTN NYers: Starting on Tuesday @nycschools in 9 #COVID19 hotspots will close and switch to remote learning. Please remember to wear masks wash your hands and practice social distancing. We can reverse these spikes if we work together.   https://t.co/1VrmqjaMJL,2020-10-5 18:03:47,Twitter Web App,5,10,covid; ,,,,
This afternoon I joined @CODA_les @AndreaGordillo local elected officials and community leaders to mourn those we lost in the neighborhood from #COVID19. Grateful for our community and how we come together in a crisis. #NYStrong https://t.co/WCTl2PthH8,2020-10-4 16:27:31,Twitter for iPhone,9,21,covid; ,,,,
October 2 Update  Including: - @OversightDems hearings on &amp; findings in our 18-month long investigation into Rx drug pricing - Oversight hearing on white supremacy in law enforcement - Expanding our inquiry into HHS’s #COVID19 propaganda campaign https://t.co/Dzdoc9AS9N,2020-10-2 22:39:07,Twitter Web App,7,14,covid; ,,,,
Trump’s mishandling of the coronavirus has led to mass unemployment and loss of health insurance.  Now he is trying to take away health care from millions more by pushing through a #SCOTUS nominee just days before the election.  https://t.co/TTr4p0qUSe,2020-9-28 20:59:00,TweetDeck,13,26,corona; ,,,,
#YomKippur this year can be isolating for many due to the #COVID19 crisis. Read below for some tips on how to celebrate the holiday safely. https://t.co/wFAdMMdZVN,2020-9-27 13:47:07,Twitter Web App,9,20,covid; ,,,,
The #COVID19 crisis has been devastating to #NYC but NYers are as resilient as ever. https://t.co/KDVnuIiHnZ,2020-9-23 23:30:00,TweetDeck,7,12,covid; ,,,,
Latinx-owned businesses have grown at double the rate of all businesses across America.   Yet they’ve been disproportionately impacted by COVID-19.   This #SmallBusinessWeek we must continue working to alleviate the challenges facing underserved communities.,2020-9-23 19:06:15,TweetDeck,4,6,covid; ,,,,
It didn’t have to be this way. Trump’s downplaying of #COVID19 and @SenateGOP’s inaction has turned a bad problem into a national tragedy.   The Senate must vote on and Trump must sign the #HeroesAct into law now.  https://t.co/aTDIrxNdet,2020-9-21 18:58:55,Twitter Web App,50,70,covid; ,,,,
Our city saw the worst of the #COVID19 crisis and these new unemployment numbers show we need help. @SenateGOP when are you going to pass the #HeroesAct to get NYers and our nation back on our feet? https://t.co/qWiG3CG72V,2020-9-18 19:15:00,TweetDeck,6,13,covid; ,,,,
Today I sat down with @morethanmySLE to talk about the upcoming #SCOTUS case in which the Trump Admin is attempting to dismantle the #ACA the importance of preserving protections for patients w/ pre-existing conditions &amp; the possibility of a #COVID vaccine. https://t.co/kf6tQkeGEg,2020-9-17 22:00:00,Twitter Media Studio,300,500,covid; ,,,,
The open streets &amp; restaurants programs have been a respite for NYers stuck indoors throughout the #COVID19 crisis. Thrilled to see the City is expanding open street hours so more people can go out and enjoy the space and support our local restaurants. https://t.co/dZac8MvAEa,2020-9-17 20:30:00,TweetDeck,5,13,covid; ,,,,
Thank you to the brave firefighters and frontline heroes who are battling the fires on our West coast. This crisis along with #COVID19 show that we need to be trusting scientists. We need drastic action to address the climate crisis NOW.  https://t.co/cpt5gaxyDJ,2020-9-15 19:30:00,TweetDeck,8,13,covid; ,,,,
The #COVID health crisis has caused an unprecedented economic crisis in our communities. There was no way for businesses to be prepared for this and too many #smallbiz have been forced to close their doors. My Pandemic Risk Insurance Act will change that. https://t.co/pEbl8uueCA,2020-9-14 17:31:00,TweetDeck,7,16,covid; ,,,,
The #COVID19 crisis is accelerating across the U.S. 🆘: ❌Tens of millions of Americans out of work ❌Over 1 million layoffs in essential state &amp; local services ❌Nearly 6.4 million Americans infected.   What more motivation do you need @SenateGOP? PASS THE #HEROESACT,2020-9-14 15:00:02,TweetDeck,15,23,covid; ,,,,
#COVID19 frontline medical professionals are heroes. That is why I introduced Pandemic Heroes Compensation Act &amp; the Student Loan Forgiveness for Frontline Health Workers Act. It’s the least we can do for those who bravely took care of our city and nation.https://t.co/hwTaRV6ZBz,2020-9-13 16:00:25,Hootsuite Inc.,21,38,covid; ,,,,
Housing is a human right - &amp; especially impt during the #COVID19 crisis. I commend these young activists for standing up speaking out and sending the message loud and clear that EVERYONE deserves housing.  https://t.co/i3VNOMP9Nd,2020-9-13 15:00:21,Hootsuite Inc.,11,24,covid; ,,,,
ICYMI: September 11 Update  Including: - Working for a new community park at Queensbridge - @OversightDems #2020Census Hearing - Fighting for federal $ to support NY’s #COVID recovery - NYC reopening schools &amp; indoor dining  https://t.co/6NA9SxZLyE,2020-9-12 16:54:13,Twitter for iPad,5,7,covid; ,,,,
We will not defeat #COVID19 by starving our communities of resources they need to fight the virus and reopen the economy. The Senate needs to pass $1 trillion in aid for our states cities towns and schools NOW. #FundtheFrontLines https://t.co/wCZDi919hV,2020-9-11 23:30:10,Hootsuite Inc.,18,23,covid; ,,,,
The possibility of 410000 Americans losing their lives to #COVID19 this year is unthinkable. We cannot afford to head into flu season w/o every resource at our disposal to prevent this outcome. @SenateGOP needs to stop blocking the #HeroesAct NOW!  https://t.co/XlqdzZDEvf,2020-9-11 23:00:20,Hootsuite Inc.,11,17,covid; ,,,,
March 19:  12600+ confirmed #COVID19 cases in U.S. 265 confirmed #COVID19 deaths in U.S.  Sept 10: 6334150+ confirmed #COVID19 cases in U.S. 189970+ confirmed #COVID19 deaths in U.S.  #TrumpKnew.,2020-9-11 22:30:11,Hootsuite Inc.,16,13,covid; ,,,,
I intro’d the Pandemic Heroes Compensation Act to make sure all essential workers &amp; their families who are impacted by COVID-19 get the support they need and deserve. These heroes should know that if they get sick we will be there for them. https://t.co/dyGHDFIt6q,2020-9-11 20:00:26,Hootsuite Inc.,10,10,covid; ,,,,
As our nation battles COVID-19 I want to encourage every survivor and first responder to sign up for the World Trade Center Health Program so that they can get the care and monitoring they need and deserve.  Learn more: https://t.co/ixikFsVGiv,2020-9-11 12:58:07,Twitter for iPad,0,1,covid; ,,,,
Today I intro’d the Thrive Resolution w/@RepDebHaaland &amp; @SenMarkey b/c we need a bold transformational plan to recover from #COVID and move our country forward.,2020-9-10 23:43:00,Twitter for iPhone,6,16,covid; ,,,,
ATTN NYers: We now have expanded voting options this year due to the #COVID19 crisis. Vote by mail early vote or vote on election day. Make your voting plan TODAY! https://t.co/2MegScdxW6,2020-9-9 21:00:23,Hootsuite Inc.,12,22,covid; ,,,,
Trump’s failure to take meaningful &amp; decisive science-based action during the #COVID19 crisis has left states w/o the resources needed for: - Rental assistance - Safe public transport - Safe reopening of schools - Small biz aid We need to pass the #HeroesAct to #SaveOurStates,2020-9-9 17:35:06,Twitter for iPad,45,86,covid; ,,,,
I’m joining @BuffyWicks @TimesUpNow &amp; @WithoutViolence to shine a light on the #CaregivingCrisis in the US. The #HeroesAct will provide our #CourageousCaregivers w/ continued paid family &amp; medical leave that is out of reach for too many Americans who need support during #COVID19,2020-9-9 17:30:07,Hootsuite Inc.,4,10,covid; ,,,,
117 days after the House passed the #HeroesAct Trump and @SenateGOP still fail to grasp the gravity of the pandemic. Their “pause” on a #COVID19 response was a catastrophic mistake. We need to prioritize defeating this virus by putting #FamiliesFirst https://t.co/3UQ7N8ZGyZ,2020-9-9 17:00:22,Hootsuite Inc.,8,13,covid; ,,,,
Responding to the #COVID19 crisis @HouseDemocrats passed the #HeroesAct to save lives &amp; boost the economy.   ✅Funding for testing tracing &amp; treatment ✅Support for frontline heroes to receive hazard pay ✅Money in the pockets of families   @SenateMajority - where’s our vote?,2020-9-8 18:35:03,Hootsuite Inc.,15,33,covid; ,,,,
On this #LaborDay weekend I am thinking about all of the #COVID19 essential workers. From the doctors nurses delivery men &amp; women postal handlers thank you for leading our nation through crisis.,2020-9-5 20:20:02,Hootsuite Inc.,25,57,covid; ,,,,
New Yorkers have been able to stop the spread of #coronavirus in our city by listening to public health officials masking up and maintaining social distance. But we’re not in the clear. Please continue to be vigilant. https://t.co/RXe1LYyIrd,2020-8-30 16:15:11,Hootsuite Inc.,10,30,corona; social distance; ,,,,
For 100+ days @SenateGOP has refused to do the bare minimum to prevent the spread of #COVID19 &amp; support struggling families. Narrow unworkable executive actions are not a solution. @senatemajldr needs to allow a vote on the #HeroesAct. #ForThePeople,2020-8-28 21:00:38,Hootsuite Inc.,34,47,covid; ,,,,
Since @HouseDemocrats passed the #HeroesAct 100+ days ago 4.3 million more Americans have been infected w/ #COVID19.    We’ve lost 178000 Americans to this disease - if @SenateGOP can’t come up with their own plan they owe the American people a vote on the Heroes Act.,2020-8-27 16:40:07,Hootsuite Inc.,22,39,covid; ,,,,
PMG DeJoy’s 71 days in office have been disastrous. My #DeliveringForAmerica Act provides the #USPS with $25 billion needed to continue providing life-saving resources to all Americans during #COVID19. https://t.co/jsCQKNXFHv,2020-8-25 18:37:00,TweetDeck,20,58,covid; ,,,,
#smallbiz are at the core of our community. A few weeks ago I met w Williamsburg &amp; Greenpoint small businesses to discuss the challenges they faced during the #COVID19 crisis. The answer was simple: pass the #HeroesActNow to extend PPP.  https://t.co/skgY2j9Kvt,2020-8-25 17:36:00,TweetDeck,6,12,covid; ,,,,
While millions of Americans are financially struggling during #COVID19 the GOP has helped line the pockets of their friends and families. @senatemajldr needs to put #FamiliesFirst and pass the long-overdue #HeroesAct NOW!! https://t.co/wGcRc6GrLs,2020-8-21 23:00:19,Hootsuite Inc.,54,73,covid; ,,,,
ATTN NYers: Anyone can now get an absentee ballot before the November election due to the #COVID19 crisis. Apply for yours today at:  elections [dot] ny [dot] gov https://t.co/1znrQUL2P5,2020-8-21 22:00:35,Hootsuite Inc.,267,434,covid; ,,,,
Masks work. Period. Despite Republican’s efforts to convince the American public otherwise science has proven that wearing masks WILL help reduce the spread of #COVID19. https://t.co/GtqxOD7D3E,2020-8-20 16:00:25,Hootsuite Inc.,12,28,covid; ,,,,
ATTN NYers: You now have until 9/15 to enroll in health insurance via the NYS Marketplace. Especially during the #COVID19 crisis- don’t wait to get insured.  https://t.co/ydpD2iULrA,2020-8-19 18:30:36,Hootsuite Inc.,9,7,covid; ,,,,
For 90+ days @SenateGOP has failed to provide critical #COVID19 relief as the #HeroesAct sits on @senatemajldr ’s desk. We need to put #FamiliesFirst and provide the support that they need to weather this national emergency.,2020-8-19 15:45:21,Hootsuite Inc.,11,15,covid; ,,,,
Today I met w LES #smallbiz to discuss the issues faced during the #COVID19 crisis. Small businesses are the heart and soul of our communities and need relief now. https://t.co/wLojWDsG5c,2020-8-18 20:20:05,Hootsuite Inc.,6,14,covid; ,,,,
This Saturday the House will vote on my bill the #DeliveringForAmericaAct. It prevents further changes to @USPS operations during the #COVID19 crisis through at least Jan 1 2021 &amp; reverses changes to bring operations back to Jan 1 2020 standards.,2020-8-18 14:53:03,Twitter for iPhone,5,24,covid; ,,,,
Experts predict more mail-in voting than ever before. Removing mailboxes three months before an election &amp; in the middle of the #COVID19 crisis is voter disenfranchisement plain &amp; simple.  We must pass my #DeliveringForAmericaAct #ForThePeople. https://t.co/T9azevA09v,2020-8-17 18:00:56,Hootsuite Inc.,47,73,covid; ,,,,
NYC: we’ve come this far by listening to the science and following the advice of experts to combat the #COVID19 crisis let’s not let our guard down now. https://t.co/E9ZxrIJSVI,2020-8-17 17:01:01,Hootsuite Inc.,8,16,covid; ,,,,
This week the House will vote on my #DeliveringForAmericaAct to reverse the harmful changes PMG DeJoy has made to the @USPS &amp; prevent any further changes during the #COVID19 crisis.  TY @speakerpelosi for calling the House back into session to #SaveUSPS. https://t.co/89tHQVCAw8,2020-8-17 1:22:28,Twitter for iPhone,162,417,covid; ,,,,
POTUS stated on nat'l TV that he's been opposing $25 bill in critical #COVID19 assistance to the @USPS bc he is trying to stop voting by mail. This $ was supposed to help USPS just like the federal $ that was made available to businesses &amp; other entities that are suffering,2020-8-15 16:20:45,Twitter for iPhone,52,110,covid; ,,,,
Millions of Americans depend on the Postal Services throughout their daily lives but especially during the #COVID19 crisis and THE upcoming election.,2020-8-15 16:20:17,Twitter for iPhone,23,65,covid; ,,,,
Combatting the #COVID19 crisis takes dedication resilience &amp; fortitude. We’ve done it before &amp; we can do it again. https://t.co/lGW2nMXdUt,2020-8-14 18:00:36,Hootsuite Inc.,5,6,covid; ,,,,
Ahead of the November election &amp; in the midst of the #COVID19 crisis is no time to remove postboxes. @SenateGOP we must pass the #HEROESAct and #SaveUSPS. https://t.co/KBcnXmunTU,2020-8-14 17:00:37,Hootsuite Inc.,35,65,covid; ,,,,
I call upon @senatemajldr to get serious about the needs of working families stop the unnecessary delays and reach a #COVID19 stimulus agreement that puts workers and families FIRST. @HouseDemocrats passed the #HeroesAct thirteen weeks ago. What’s the holdup Mitch?,2020-8-14 15:19:39,Hootsuite Inc.,42,78,covid; ,,,,
&amp; I voted in favor of the House COVID-19 stimulus packages. It included critical provisions that have helped small businesses their employees and the communities they serve,2020-8-13 23:27:43,Twitter for iPhone,4,8,covid; ,,,,
I introduced the Pandemic Heroes Compensation Act of 2020 which would create a compensation fund for essential workers personnel &amp; their families across all industries that were required to leave their homes to perform their services &amp; became ill or died of COVID-19.,2020-8-13 23:26:39,Twitter for iPhone,0,4,covid; ,,,,
Now more than ever we need the #HeroesAct to help save our local mom and pops that are essential to #NYC. During Covid-19 I was proud to introduce several bills to save #smallbiz.,2020-8-13 23:25:50,Twitter for iPhone,1,6,covid; ,,,,
This afternoon I met w Williamsburg &amp; Greenpoint #smallbiz to discuss the difficulties they faced during the #COVID19 crisis. Thank you to Row House @TheBarMethod @bagel_point Slick Willie Table and Bar &amp; The North Brooklyn Chamber of Commerce. Thread https://t.co/ziqoiLuRep,2020-8-13 23:25:07,Twitter for iPhone,8,15,covid; ,,,,
Today I visited the Morgan @USPS processing facility to tour &amp; speak w employees/NMPHU Local 300. The 'structural changes' that @USPS suggests pose serious threats to Americans. Ahead of the November election &amp; in the midst of the #COVID19 crisis I am committed to #SaveUSPS. https://t.co/lbYCh75MBA,2020-8-12 18:11:52,Twitter for iPhone,65,171,covid; ,,,,
