date,state.abb,state_incremental_cases,state_incremental_deaths
2020-02-08,CA,0,0
2020-02-08,IL,0,0
2020-02-08,MA,0,0
2020-02-08,WA,0,0
2020-02-08,WI,0,0
2020-02-09,AZ,0,0
2020-02-09,CA,0,0
2020-02-09,IL,0,0
2020-02-09,MA,0,0
2020-02-09,WA,0,0
2020-02-09,WI,0,0
2020-02-10,AZ,0,0
2020-02-10,CA,1,0
2020-02-10,IL,0,0
2020-02-10,MA,0,0
2020-02-10,WA,0,0
2020-02-10,WI,0,0
2020-02-11,AZ,0,0
2020-02-11,CA,0,0
2020-02-11,IL,0,0
2020-02-11,MA,0,0
2020-02-11,WA,0,0
2020-02-11,WI,0,0
2020-02-12,AZ,0,0
2020-02-12,CA,0,0
2020-02-12,IL,0,0
2020-02-12,MA,0,0
2020-02-12,TX,1,0
2020-02-12,WA,0,0
2020-02-12,WI,0,0
2020-02-13,AZ,0,0
2020-02-13,CA,0,0
2020-02-13,IL,0,0
2020-02-13,MA,0,0
2020-02-13,TX,1,0
2020-02-13,WA,0,0
2020-02-13,WI,0,0
2020-02-14,AZ,0,0
2020-02-14,CA,0,0
2020-02-14,IL,0,0
2020-02-14,MA,0,0
2020-02-14,TX,0,0
2020-02-14,WA,0,0
2020-02-14,WI,0,0
2020-02-15,AZ,0,0
2020-02-15,CA,0,0
2020-02-15,IL,0,0
2020-02-15,MA,0,0
2020-02-15,TX,0,0
2020-02-15,WA,0,0
2020-02-15,WI,0,0
2020-02-16,AZ,0,0
2020-02-16,CA,0,0
2020-02-16,IL,0,0
2020-02-16,MA,0,0
2020-02-16,TX,0,0
2020-02-16,WA,0,0
2020-02-16,WI,0,0
2020-02-17,AZ,0,0
2020-02-17,CA,0,0
2020-02-17,IL,0,0
2020-02-17,MA,0,0
2020-02-17,NE,10,0
2020-02-17,TX,0,0
2020-02-17,WA,0,0
2020-02-17,WI,0,0
2020-02-18,AZ,0,0
2020-02-18,CA,0,0
2020-02-18,IL,0,0
2020-02-18,MA,0,0
2020-02-18,NE,0,0
2020-02-18,TX,0,0
2020-02-18,WA,0,0
2020-02-18,WI,0,0
2020-02-19,AZ,0,0
2020-02-19,CA,0,0
2020-02-19,IL,0,0
2020-02-19,MA,0,0
2020-02-19,NE,0,0
2020-02-19,TX,0,0
2020-02-19,WA,0,0
2020-02-19,WI,0,0
2020-02-20,AZ,0,0
2020-02-20,CA,1,0
2020-02-20,IL,0,0
2020-02-20,MA,0,0
2020-02-20,NE,1,0
2020-02-20,TX,0,0
2020-02-20,WA,0,0
2020-02-20,WI,0,0
2020-02-21,AZ,0,0
2020-02-21,CA,1,0
2020-02-21,IL,0,0
2020-02-21,MA,0,0
2020-02-21,NE,0,0
2020-02-21,TX,2,0
2020-02-21,WA,0,0
2020-02-21,WI,0,0
2020-02-22,AZ,0,0
2020-02-22,CA,0,0
2020-02-22,IL,0,0
2020-02-22,MA,0,0
2020-02-22,NE,0,0
2020-02-22,TX,0,0
2020-02-22,WA,0,0
2020-02-22,WI,0,0
2020-02-23,AZ,0,0
2020-02-23,CA,0,0
2020-02-23,IL,0,0
2020-02-23,MA,0,0
2020-02-23,NE,0,0
2020-02-23,TX,0,0
2020-02-23,WA,0,0
2020-02-23,WI,0,0
2020-02-24,AZ,0,0
2020-02-24,CA,2,0
2020-02-24,IL,0,0
2020-02-24,MA,0,0
2020-02-24,NE,1,0
2020-02-24,TX,6.1,0
2020-02-24,WA,4,0
2020-02-24,WI,0,0
2020-02-25,AZ,0,0
2020-02-25,CA,0,0
2020-02-25,IL,0,0
2020-02-25,MA,0,0
2020-02-25,NE,1,0
2020-02-25,TX,0,0
2020-02-25,UT,1.1,0
2020-02-25,WA,0,0
2020-02-25,WI,0,0
2020-02-26,AZ,0,0
2020-02-26,CA,15,0
2020-02-26,IL,0,0
2020-02-26,MA,0,0
2020-02-26,NE,0,0
2020-02-26,TX,0,0
2020-02-26,UT,0,0
2020-02-26,WA,0,0
2020-02-26,WI,0,0
2020-02-27,AZ,0,0
2020-02-27,CA,0,0
2020-02-27,IL,0,0
2020-02-27,MA,0,0
2020-02-27,NE,0,0
2020-02-27,TX,0,0
2020-02-27,UT,0,0
2020-02-27,WA,0,0
2020-02-27,WI,0,0
2020-02-28,AZ,0,0
2020-02-28,CA,1,0
2020-02-28,IL,0,0
2020-02-28,MA,0,0
2020-02-28,NE,0,0
2020-02-28,OR,1,0
2020-02-28,TX,1,0
2020-02-28,UT,0,0
2020-02-28,WA,2,0
2020-02-28,WI,0,0
2020-02-29,AZ,0,0
2020-02-29,CA,1,0
2020-02-29,IL,0.8,0
2020-02-29,MA,0,0
2020-02-29,NE,0,0
2020-02-29,OR,0,0
2020-02-29,TX,0,0
2020-02-29,UT,0,0
2020-02-29,WA,2.9,0.9
2020-02-29,WI,0,0
2020-03-01,AZ,0,0
2020-03-01,CA,5,0
2020-03-01,FL,2,0
2020-03-01,IL,0,0
2020-03-01,MA,0,0
2020-03-01,NE,0,0
2020-03-01,OR,1,0
2020-03-01,TX,0,0
2020-03-01,UT,0,0
2020-03-01,WA,7,2
2020-03-01,WI,0,0
2020-03-02,AZ,0,0
2020-03-02,CA,5,0
2020-03-02,FL,0,0
2020-03-02,GA,2,0
2020-03-02,IL,0.8,0
2020-03-02,MA,1,0
2020-03-02,NE,0,0
2020-03-02,NH,1,0
2020-03-02,OR,0,0
2020-03-02,TX,0,0
2020-03-02,UT,0,0
2020-03-02,WA,6,2.9
2020-03-02,WI,0,0
2020-03-03,AZ,1.1,0
2020-03-03,CA,7.2,0
2020-03-03,FL,1,0
2020-03-03,GA,0,0
2020-03-03,IL,0,0
2020-03-03,MA,0,0
2020-03-03,NC,1,0
2020-03-03,NE,0,0
2020-03-03,NH,1,0
2020-03-03,OR,0,0
2020-03-03,TX,0,0
2020-03-03,UT,0,0
2020-03-03,WA,9,3.9
2020-03-03,WI,0,0
2020-03-04,AZ,0,0
2020-03-04,CA,9.8,1
2020-03-04,FL,0,0
2020-03-04,GA,0,0
2020-03-04,IL,0,0
2020-03-04,MA,0,0
2020-03-04,NC,0,0
2020-03-04,NE,0,0
2020-03-04,NH,0,0
2020-03-04,NJ,1,0
2020-03-04,NY,9.1,0
2020-03-04,OR,0,0
2020-03-04,TX,1,0
2020-03-04,UT,0,0
2020-03-04,WA,14.9,0.9
2020-03-04,WI,0,0
2020-03-05,AZ,0,0
2020-03-05,CA,12.2,0
2020-03-05,CO,2,0
2020-03-05,FL,1,0
2020-03-05,GA,0,0
2020-03-05,IL,0.8,0
2020-03-05,MA,1,0
2020-03-05,MD,3,0
2020-03-05,NC,0,0
2020-03-05,NE,0,0
2020-03-05,NH,0,0
2020-03-05,NJ,1,0
2020-03-05,NV,2,0
2020-03-05,NY,9,0
2020-03-05,OR,0,0
2020-03-05,TN,1,0
2020-03-05,TX,4.1,0
2020-03-05,UT,0,0
2020-03-05,WA,27.9,0
2020-03-05,WI,0,0
2020-03-06,AZ,0.9,0
2020-03-06,CA,13.4,0
2020-03-06,CO,6,0
2020-03-06,FL,3,2
2020-03-06,GA,1,0
2020-03-06,HI,1,0
2020-03-06,IL,0.8,0
2020-03-06,IN,1,0
2020-03-06,KY,1,0
2020-03-06,MA,5,0
2020-03-06,MD,0,0
2020-03-06,MN,1,0
2020-03-06,NC,1,0
2020-03-06,NE,1,0
2020-03-06,NH,0,0
2020-03-06,NJ,2,0
2020-03-06,NV,0,0
2020-03-06,NY,21,0
2020-03-06,OK,1,0
2020-03-06,OR,0,0
2020-03-06,PA,2,0
2020-03-06,SC,2,0
2020-03-06,TN,0,0
2020-03-06,TX,3.2,0
2020-03-06,UT,2,0
2020-03-06,WA,11,0.9
2020-03-06,WI,0,0
2020-03-07,AZ,2,0
2020-03-07,CA,19,0
2020-03-07,CO,0,0
2020-03-07,DC,1,0
2020-03-07,FL,5,0
2020-03-07,GA,4,0
2020-03-07,HI,0,0
2020-03-07,IL,0,0
2020-03-07,IN,0,0
2020-03-07,KS,1,0
2020-03-07,KY,0,0
2020-03-07,MA,5,0
2020-03-07,MD,0,0
2020-03-07,MN,0,0
2020-03-07,MO,1,0
2020-03-07,NC,0,0
2020-03-07,NE,0,0
2020-03-07,NH,2,0
2020-03-07,NJ,0,0
2020-03-07,NV,0,0
2020-03-07,NY,38,0
2020-03-07,OK,0,0
2020-03-07,OR,4,0
2020-03-07,PA,2,0
2020-03-07,SC,0,0
2020-03-07,TN,0,0
2020-03-07,TX,0,0
2020-03-07,UT,0,0
2020-03-07,VA,1,0
2020-03-07,VT,1,0
2020-03-07,WA,24.1,3.9
2020-03-07,WI,0,0
2020-03-08,AZ,0,0
2020-03-08,CA,12.1,0
2020-03-08,CO,0,0
2020-03-08,CT,1.1,0
2020-03-08,DC,0,0
2020-03-08,FL,1,0
2020-03-08,GA,4,0
2020-03-08,HI,1,0
2020-03-08,IA,3,0
2020-03-08,IL,0.8,0
2020-03-08,IN,1,0
2020-03-08,KS,0,0
2020-03-08,KY,3.0999999999999996,0
2020-03-08,MA,15,0
2020-03-08,MD,2,0
2020-03-08,MN,1,0
2020-03-08,MO,0,0
2020-03-08,NC,0,0
2020-03-08,NE,2,0
2020-03-08,NH,0,0
2020-03-08,NJ,2.1,0
2020-03-08,NV,2,0
2020-03-08,NY,15,0
2020-03-08,OK,0,0
2020-03-08,OR,7,0
2020-03-08,PA,2,0
2020-03-08,SC,4,0
2020-03-08,TN,2,0
2020-03-08,TX,4.2,0
2020-03-08,UT,0,0
2020-03-08,VA,1,0
2020-03-08,VT,0,0
2020-03-08,WA,31,3
2020-03-08,WI,0,0
2020-03-09,AZ,1,0
2020-03-09,CA,60.3,1
2020-03-09,CO,4,0
2020-03-09,CT,1.1,0
2020-03-09,DC,3,0
2020-03-09,FL,1,0
2020-03-09,GA,6,0
2020-03-09,HI,0,0
2020-03-09,IA,5,0
2020-03-09,IL,4,0
2020-03-09,IN,2,0
2020-03-09,KS,0,0
2020-03-09,KY,1,0
2020-03-09,LA,1,0
2020-03-09,MA,12.9,0
2020-03-09,MD,1,0
2020-03-09,MN,0,0
2020-03-09,MO,0,0
2020-03-09,NC,5,0
2020-03-09,NE,0,0
2020-03-09,NH,0,0
2020-03-09,NJ,5,0
2020-03-09,NV,0,0
2020-03-09,NY,29.900000000000002,0
2020-03-09,OH,3,0
2020-03-09,OK,0,0
2020-03-09,OR,0,0
2020-03-09,PA,4,0
2020-03-09,SC,1,0
2020-03-09,TN,1,0
2020-03-09,TX,1.1,0
2020-03-09,UT,0,0
2020-03-09,VA,3.1,0
2020-03-09,VT,0,0
2020-03-09,WA,37.9,2.9
2020-03-09,WI,1,0
2020-03-10,AZ,0,0
2020-03-10,CA,7.2,1
2020-03-10,CO,4.9,0
2020-03-10,CT,0,0
2020-03-10,DC,0,0
2020-03-10,FL,9,0
2020-03-10,GA,5,0
2020-03-10,HI,0,0
2020-03-10,IA,5,0
2020-03-10,IL,7.9,0
2020-03-10,IN,2,0
2020-03-10,KS,0,0
2020-03-10,KY,2,0
2020-03-10,LA,5,0
2020-03-10,MA,50.9,0
2020-03-10,MD,3,0
2020-03-10,MI,2,0
2020-03-10,MN,1.1,0
2020-03-10,MO,0,0
2020-03-10,NC,0,0
2020-03-10,NE,1,0
2020-03-10,NH,1,0
2020-03-10,NJ,4,1
2020-03-10,NV,0,0
2020-03-10,NY,14,0
2020-03-10,OH,0,0
2020-03-10,OK,1,0
2020-03-10,OR,1,0
2020-03-10,PA,2.1,0
2020-03-10,SC,2,0
2020-03-10,SD,5,1
2020-03-10,TN,3,0
2020-03-10,TX,7.2,0
2020-03-10,UT,1,0
2020-03-10,VA,3,0
2020-03-10,VT,0,0
2020-03-10,WA,99.9,2
2020-03-10,WI,1,0
2020-03-11,AR,1,0
2020-03-11,AZ,3.1,0
2020-03-11,CA,23.2,1.3
2020-03-11,CO,16.9,0
2020-03-11,CT,1.1,0
2020-03-11,DC,6,0
2020-03-11,DE,1,0
2020-03-11,FL,3.1,0
2020-03-11,GA,9.1,0
2020-03-11,HI,0,0
2020-03-11,IA,1,0
2020-03-11,IL,5.8999999999999995,0
2020-03-11,IN,5,0
2020-03-11,KS,0,0
2020-03-11,KY,0,0
2020-03-11,LA,7,0
2020-03-11,MA,3,0
2020-03-11,MD,4,0
2020-03-11,MI,0,0
2020-03-11,MN,2,0
2020-03-11,MO,0,0
2020-03-11,MS,1,0
2020-03-11,NC,1,0
2020-03-11,ND,1,0
2020-03-11,NE,6,0
2020-03-11,NH,0,0
2020-03-11,NJ,8.2,0
2020-03-11,NM,4,0
2020-03-11,NV,3,0
2020-03-11,NY,29.099999999999998,0
2020-03-11,OH,1,0
2020-03-11,OK,0,0
2020-03-11,OR,6,0
2020-03-11,PA,4,0
2020-03-11,SC,1,0
2020-03-11,SD,3,0
2020-03-11,TN,1,0
2020-03-11,TX,1.9,0
2020-03-11,UT,1.1,0
2020-03-11,VA,2,0
2020-03-11,VT,1,0
2020-03-11,WA,59.1,5
2020-03-11,WI,3,0
2020-03-11,WY,1,0
2020-03-12,AK,1,0
2020-03-12,AR,5,0
2020-03-12,AZ,0,0
2020-03-12,CA,50.3,0
2020-03-12,CO,15,1
2020-03-12,CT,3,0
2020-03-12,DC,0,0
2020-03-12,DE,3,0
2020-03-12,FL,20,0
2020-03-12,GA,0,1.1
2020-03-12,HI,0,0
2020-03-12,IA,2,0
2020-03-12,IL,7,0
2020-03-12,IN,1,0
2020-03-12,KS,4,1
2020-03-12,KY,4.1,0
2020-03-12,LA,1,0
2020-03-12,MA,13,0
2020-03-12,MD,0,0
2020-03-12,ME,1,0
2020-03-12,MI,10,0
2020-03-12,MN,4,0
2020-03-12,MO,1,0
2020-03-12,MS,0,0
2020-03-12,NC,8,0
2020-03-12,ND,0,0
2020-03-12,NE,1,0
2020-03-12,NH,1,0
2020-03-12,NJ,5,0
2020-03-12,NM,2,0
2020-03-12,NV,4,0
2020-03-12,NY,65,0
2020-03-12,OH,1,0
2020-03-12,OK,0,0
2020-03-12,OR,10,0
2020-03-12,PA,6,0
2020-03-12,SC,2,0
2020-03-12,SD,0,0
2020-03-12,TN,10,0
2020-03-12,TX,7.8,0
2020-03-12,UT,1.9000000000000001,0
2020-03-12,VA,7,0
2020-03-12,VT,0,0
2020-03-12,WA,81,2.9000000000000004
2020-03-12,WI,2,0
2020-03-12,WY,0,0
2020-03-13,AK,0,0
2020-03-13,AL,6,0
2020-03-13,AR,1,0
2020-03-13,AZ,0,0
2020-03-13,CA,68.3,1
2020-03-13,CO,29,1
2020-03-13,CT,5,0
2020-03-13,DC,0,0
2020-03-13,DE,0,0
2020-03-13,FL,24,0
2020-03-13,GA,10,0
2020-03-13,HI,0,0
2020-03-13,IA,1,0
2020-03-13,ID,1,0
2020-03-13,IL,14,0
2020-03-13,IN,0,0
2020-03-13,KS,1,0
2020-03-13,KY,0,0
2020-03-13,LA,22,0
2020-03-13,MA,14.899999999999999,0
2020-03-13,MD,5.1,0
2020-03-13,ME,1,0
2020-03-13,MI,13.1,0
2020-03-13,MN,5,0
2020-03-13,MO,2,0
2020-03-13,MS,5,0
2020-03-13,MT,4,0
2020-03-13,NC,2,0
2020-03-13,ND,0,0
2020-03-13,NE,3,0
2020-03-13,NH,1,0
2020-03-13,NJ,21.1,0
2020-03-13,NM,4,0
2020-03-13,NV,8,0
2020-03-13,NY,36,0
2020-03-13,OH,8,0
2020-03-13,OK,1,0
2020-03-13,OR,0,0
2020-03-13,PA,19,0
2020-03-13,SC,1,0
2020-03-13,SD,1,0
2020-03-13,TN,8,0
2020-03-13,TX,17.1,0
2020-03-13,UT,0,0
2020-03-13,VA,13,0
2020-03-13,VT,0,0
2020-03-13,WA,91.9,5.1
2020-03-13,WI,11,0
2020-03-13,WY,1,0
2020-03-14,AK,0,0
2020-03-14,AL,6.1000000000000005,0
2020-03-14,AR,2,0
2020-03-14,AZ,3.1,0
2020-03-14,CA,60.3,0
2020-03-14,CO,24.9,0
2020-03-14,CT,9,0
2020-03-14,DC,6,0
2020-03-14,DE,0,0
2020-03-14,FL,0,1
2020-03-14,GA,24,0
2020-03-14,HI,2,0
2020-03-14,IA,1,0
2020-03-14,ID,4,0
2020-03-14,IL,19.9,0
2020-03-14,IN,3,0
2020-03-14,KS,2,0
2020-03-14,KY,6.9,0
2020-03-14,LA,41,1
2020-03-14,MA,15,0
2020-03-14,MD,8.9,0
2020-03-14,ME,1,0
2020-03-14,MI,8,0
2020-03-14,MN,7,0
2020-03-14,MO,1,0
2020-03-14,MS,0,0
2020-03-14,MT,2,0
2020-03-14,NC,7,0
2020-03-14,ND,0,0
2020-03-14,NE,2,0
2020-03-14,NH,0,0
2020-03-14,NJ,25,1
2020-03-14,NM,3,0
2020-03-14,NV,2,0
2020-03-14,NY,75,1
2020-03-14,OH,13,0
2020-03-14,OK,1,0
2020-03-14,OR,6,1
2020-03-14,PA,6.1,0
2020-03-14,SC,6,0
2020-03-14,SD,0,0
2020-03-14,TN,6,0
2020-03-14,TX,11.3,0
2020-03-14,UT,13.9,0
2020-03-14,VA,11.9,1
2020-03-14,VT,3,0
2020-03-14,WA,98,2.9
2020-03-14,WI,8,0
2020-03-14,WY,1,0
2020-03-15,AK,0,0
2020-03-15,AL,11,0
2020-03-15,AR,7,0
2020-03-15,AZ,1,0
2020-03-15,CA,96.8,1
2020-03-15,CO,33,0
2020-03-15,CT,6,0
2020-03-15,DC,1,0
2020-03-15,DE,3,0
2020-03-15,FL,38.9,0
2020-03-15,GA,32,0
2020-03-15,GU,3,0
2020-03-15,HI,3,0
2020-03-15,IA,4,0
2020-03-15,ID,0,0
2020-03-15,IL,27.9,0
2020-03-15,IN,4,0
2020-03-15,KS,1,0
2020-03-15,KY,3,0
2020-03-15,LA,26,1
2020-03-15,MA,25.9,0
2020-03-15,MD,5,0
2020-03-15,ME,9,0
2020-03-15,MI,20,0
2020-03-15,MN,14,0
2020-03-15,MO,0,0
2020-03-15,MS,4,0
2020-03-15,MT,0,0
2020-03-15,NC,7,0
2020-03-15,ND,0,0
2020-03-15,NE,2,0
2020-03-15,NH,6,0
2020-03-15,NJ,23.1,0
2020-03-15,NM,4,0
2020-03-15,NV,5,0
2020-03-15,NY,61.1,0
2020-03-15,OH,11.1,0
2020-03-15,OK,4,0
2020-03-15,OR,3,0
2020-03-15,PA,21,0
2020-03-15,SC,9,0
2020-03-15,SD,0,0
2020-03-15,TN,7,0
2020-03-15,TX,10.9,0
2020-03-15,UT,8,0
2020-03-15,VA,3,0
2020-03-15,VT,3,0
2020-03-15,WA,66.1,2
2020-03-15,WI,6,0
2020-03-15,WY,0,0
2020-03-16,AK,2,0
2020-03-16,AL,6,0
2020-03-16,AR,6,0
2020-03-16,AZ,5.1,0
2020-03-16,CA,110.2,5
2020-03-16,CO,25.1,0
2020-03-16,CT,15,0
2020-03-16,DC,5,0
2020-03-16,DE,1,0
2020-03-16,FL,32.1,0.9
2020-03-16,GA,21.1,0
2020-03-16,GU,0,0
2020-03-16,HI,3,0
2020-03-16,IA,0,0
2020-03-16,ID,0,0
2020-03-16,IL,9.9,0
2020-03-16,IN,5,1
2020-03-16,KS,2,0
2020-03-16,KY,1,1
2020-03-16,LA,34,1
2020-03-16,MA,32,0
2020-03-16,MD,7,0
2020-03-16,ME,4,0
2020-03-16,MI,1,0
2020-03-16,MN,19.1,0
2020-03-16,MO,4,0
2020-03-16,MS,2,0
2020-03-16,MT,2,0
2020-03-16,NC,2,0
2020-03-16,ND,0,0
2020-03-16,NE,2,0
2020-03-16,NH,4,0
2020-03-16,NJ,77.9,1
2020-03-16,NM,4,0
2020-03-16,NV,19.1,1
2020-03-16,NY,84,2
2020-03-16,OH,13,0
2020-03-16,OK,2,0
2020-03-16,OR,7.1,0
2020-03-16,PA,13,0
2020-03-16,SC,5,1
2020-03-16,SD,1,0
2020-03-16,TN,13,0
2020-03-16,TX,7,1
2020-03-16,UT,11,0
2020-03-16,VA,6,0
2020-03-16,VT,4,0
2020-03-16,WA,119,6.1
2020-03-16,WI,14,0
2020-03-16,WY,7,0
2020-03-17,AK,3,0
2020-03-17,AL,10,0
2020-03-17,AR,0,0
2020-03-17,AZ,2.1,0
2020-03-17,CA,144.1,2.9
2020-03-17,CO,22.1,1
2020-03-17,CT,27,0
2020-03-17,DC,9,0
2020-03-17,DE,8,0
2020-03-17,FL,69,2
2020-03-17,GA,23.9,0
2020-03-17,GU,0,0
2020-03-17,HI,4,0
2020-03-17,IA,7,0
2020-03-17,ID,4,0
2020-03-17,IL,55,0.8
2020-03-17,IN,6,1
2020-03-17,KS,6,0
2020-03-17,KY,4,0
2020-03-17,LA,58.9,2
2020-03-17,MA,21,0
2020-03-17,MD,18,0
2020-03-17,ME,13,0
2020-03-17,MI,11,0
2020-03-17,MN,6,0
2020-03-17,MO,7,0
2020-03-17,MS,9,0
2020-03-17,MT,0,0
2020-03-17,NC,8,0
2020-03-17,ND,4,0
2020-03-17,NE,3,0
2020-03-17,NH,9,0
2020-03-17,NJ,91.9,0
2020-03-17,NM,2,0
2020-03-17,NV,10,0
2020-03-17,NY,242.9,4
2020-03-17,OH,17,0
2020-03-17,OK,8,0
2020-03-17,OR,20,1
2020-03-17,PA,19.9,0
2020-03-17,SC,14,0
2020-03-17,SD,1,0
2020-03-17,TN,21,0
2020-03-17,TX,19,0
2020-03-17,UT,11,0
2020-03-17,VA,16,1
2020-03-17,VT,2,0
2020-03-17,WA,114.1,6
2020-03-17,WI,24.9,0
2020-03-17,WV,1,0
2020-03-17,WY,5,0
2020-03-18,AK,3,0
2020-03-18,AL,12,0
2020-03-18,AR,11,0
2020-03-18,AZ,8.2,0
2020-03-18,CA,160.9,3
2020-03-18,CO,32.9,0
2020-03-18,CT,28,1.1
2020-03-18,DC,5,0
2020-03-18,DE,10,0
2020-03-18,FL,116.3,1
2020-03-18,GA,51.199999999999996,2
2020-03-18,GU,5,0
2020-03-18,HI,2,0
2020-03-18,IA,9,0
2020-03-18,ID,2,0
2020-03-18,IL,127,0
2020-03-18,IN,9,0
2020-03-18,KS,5,0
2020-03-18,KY,9,0
2020-03-18,LA,82,2
2020-03-18,MA,35.1,0
2020-03-18,MD,28,1
2020-03-18,ME,11,0
2020-03-18,MI,15,0.9
2020-03-18,MN,16.9,0
2020-03-18,MO,4.9,1
2020-03-18,MS,13,0
2020-03-18,MT,4,0
2020-03-18,NC,24,0
2020-03-18,ND,2,0
2020-03-18,NE,7,0
2020-03-18,NH,13,0
2020-03-18,NJ,159,2
2020-03-18,NM,5,0
2020-03-18,NV,27,0
2020-03-18,NY,314.1,0
2020-03-18,OH,23,0
2020-03-18,OK,11,0
2020-03-18,OR,8,1
2020-03-18,PA,37.9,1
2020-03-18,SC,13,0
2020-03-18,SD,0,0
2020-03-18,TN,25,0
2020-03-18,TX,60,1.1
2020-03-18,UT,14.100000000000001,0
2020-03-18,VA,11.1,0
2020-03-18,VT,5,0
2020-03-18,WA,118.1,14
2020-03-18,WI,33.9,0
2020-03-18,WV,1,0
2020-03-18,WY,2,0
2020-03-19,AK,3,0
2020-03-19,AL,27,0
2020-03-19,AR,29,0
2020-03-19,AZ,18.9,0
2020-03-19,CA,174,2.3000000000000003
2020-03-19,CO,62.1,2
2020-03-19,CT,62.9,3
2020-03-19,DC,3,0
2020-03-19,DE,4,0
2020-03-19,FL,107.9,1
2020-03-19,GA,88.9,6.9
2020-03-19,GU,4,0
2020-03-19,HI,10,0
2020-03-19,IA,6,0
2020-03-19,ID,12,0
2020-03-19,IL,134,2.9
2020-03-19,IN,17,0
2020-03-19,KS,13,0
2020-03-19,KY,10.9,1
2020-03-19,LA,111,3
2020-03-19,MA,63,0
2020-03-19,MD,22.900000000000002,0
2020-03-19,ME,9,0
2020-03-19,MI,254.1,2
2020-03-19,MN,12,0
2020-03-19,MO,14,0
2020-03-19,MS,16,1
2020-03-19,MT,7,0
2020-03-19,NC,37.9,0
2020-03-19,ND,12,0
2020-03-19,NE,4,0
2020-03-19,NH,5,0
2020-03-19,NJ,308,4.1000000000000005
2020-03-19,NM,7,0
2020-03-19,NV,13,0
2020-03-19,NY,640.9,1
2020-03-19,OH,29.8,0
2020-03-19,OK,15,1
2020-03-19,OR,13,0
2020-03-19,PA,48,0
2020-03-19,SC,20.9,0
2020-03-19,SD,3,0
2020-03-19,TN,55,0
2020-03-19,TX,82.1,2
2020-03-19,UT,15,0
2020-03-19,VA,16,0
2020-03-19,VT,3,2
2020-03-19,WA,202.1,6.9
2020-03-19,WI,48.9,2
2020-03-19,WV,3,0
2020-03-19,WY,1,0
2020-03-20,AK,2,0
2020-03-20,AL,28,0
2020-03-20,AR,19,0
2020-03-20,AZ,23,1.1
2020-03-20,CA,215.7,5
2020-03-20,CO,86.1,0
2020-03-20,CT,34.9,0
2020-03-20,DC,32,0
2020-03-20,DE,9,0
2020-03-20,FL,130.1,1
2020-03-20,GA,194.1,4.1
2020-03-20,GU,2,0
2020-03-20,HI,11,0
2020-03-20,IA,1,0
2020-03-20,ID,8,0
2020-03-20,IL,163.1,0.8
2020-03-20,IN,25.1,3
2020-03-20,KS,14,0
2020-03-20,KY,16,0
2020-03-20,LA,143,0
2020-03-20,MA,80,1
2020-03-20,MD,41.9,1
2020-03-20,ME,5,0
2020-03-20,MI,214.1,1.1
2020-03-20,MN,26,0
2020-03-20,MO,25,2
2020-03-20,MS,30,0
2020-03-20,MT,0,0
2020-03-20,NC,40,0
2020-03-20,ND,8,0
2020-03-20,NE,6,0
2020-03-20,NH,11,0
2020-03-20,NJ,158.9,1.9
2020-03-20,NM,8,0
2020-03-20,NV,59,1
2020-03-20,NY,1009.8,6
2020-03-20,OH,48.9,1
2020-03-20,OK,5,0
2020-03-20,OR,27.1,0
